year,price,location,branch,model,origin,km_driven,external_color,internal_color,num_seats,fuels,engine_capacity,gearbox,wheel_drive,car_type,prediction
2016,330.0,15,5,18,0,0.0,9,6,0,0,1.5,1,0,3,306.8358333333333
2015,2500.0,2,5,102,1,46000.0,6,8,1,0,4.0,0,3,1,3331.1
2015,2099.0,2,6,20,0,40000.0,9,0,0,0,3.0,0,1,3,1430.68
2015,3390.0,2,11,101,1,0.0,6,3,1,0,4.6,0,3,1,1493.26
2020,1799.0,2,6,23,0,20000.0,8,2,0,0,2.0,0,1,3,898.125
2015,485.0,2,10,64,1,110000.0,4,7,0,1,2.2,0,1,2,572.14
2019,515.0,2,3,103,0,38000.0,13,2,0,0,1.5,0,0,4,758.6039999999999
2017,860.0,4,5,5,1,110000.0,7,4,2,1,2.4,1,1,1,826.5875
2008,293.0,27,7,26,0,0.0,9,6,0,0,2.0,0,0,3,312.65
2017,840.0,2,3,3,1,0.0,2,4,0,1,3.2,0,2,2,2782.6905000000006
2019,542.0,2,19,104,1,9000.0,9,4,0,1,2.5,0,1,2,865.12
2017,520.0,25,10,17,0,56000.0,6,2,0,0,1.5,0,0,3,634.68
2010,340.0,2,17,65,1,11000.0,9,2,0,0,2.0,0,0,3,350.7633333333334
2021,350.0,0,2,35,0,6000.0,6,6,0,0,1.4,0,0,4,705.6625
2020,790.0,39,10,47,0,50000.0,6,2,0,0,2.0,0,0,1,1079.52
2020,699.0,2,3,3,1,40000.0,0,2,0,1,2.2,0,1,2,1159.93
2010,470.0,34,5,5,0,192000.0,4,14,2,1,2.5,1,1,1,511.14
2021,6666.0,2,6,105,1,2000.0,6,0,1,0,3.0,0,3,1,6967.673333333332
2014,415.0,2,10,64,1,100000.0,0,2,0,1,2.2,0,1,2,471.00333333333333
2009,95.0,27,1,70,0,124000.0,0,6,0,0,1.0,1,0,4,161.69
2017,455.0,2,5,18,0,0.0,4,0,0,0,1.5,0,0,3,578.18
2008,143.0,16,4,14,1,0.0,4,6,0,0,1.0,1,0,4,168.05
2009,419.0,19,3,55,0,0.0,12,11,2,1,2.5,0,1,1,443.43
2017,455.0,2,1,56,0,0.0,0,3,0,0,1.8,0,0,3,1035.6433333333332
2017,355.0,2,1,56,0,0.0,6,6,0,0,1.6,1,0,3,398.8
2019,615.0,2,10,64,1,40000.0,6,2,0,1,2.2,0,1,2,796.005
2017,183.0,13,4,14,0,0.0,4,3,0,0,1.25,1,0,4,226.89
2019,503.0,4,7,9,0,33000.0,4,2,0,0,1.5,0,0,3,730.18
2015,545.0,2,4,46,0,0.0,9,3,1,0,2.0,0,0,1,709.8616666666666
2018,668.0,2,10,27,0,39000.0,9,2,0,0,2.0,0,0,3,954.1533333333333
2009,155.0,2,4,14,1,0.0,6,6,3,0,1.0,0,0,5,199.43
2008,175.0,2,1,106,0,20000.0,9,11,1,0,2.0,0,0,0,377.11
2020,389.0,13,0,10,0,21000.0,0,9,0,0,1.25,0,0,4,456.91
2012,412.0,14,4,43,0,118000.0,11,2,1,0,2.4,1,0,1,330.505
2021,560.0,0,5,18,0,10000.0,6,0,0,0,1.5,0,0,3,651.445
2007,163.0,40,4,14,1,0.0,6,6,0,0,1.0,0,0,4,201.43
2014,1360.0,4,18,107,1,0.0,7,3,0,0,2.0,0,3,1,976.06
2011,220.0,38,19,108,0,120000.0,7,0,2,0,2.4,1,0,1,246.31
2018,1830.0,2,6,38,0,55000.0,6,0,0,0,2.0,0,3,1,2190.4717142857144
2017,520.0,2,10,17,0,0.0,0,2,0,0,1.5,0,0,3,648.21
2016,668.0,2,4,109,1,41000.0,6,9,0,0,2.4,0,0,3,632.6933333333334
2016,183.0,20,0,10,1,0.0,6,6,0,0,1.0,1,0,4,219.905
2021,2245.0,4,6,23,0,350.0,9,2,0,0,2.0,0,1,3,937.49
2019,368.0,19,0,33,0,0.0,4,9,0,0,1.4,1,0,3,415.175
2016,305.0,0,4,32,1,0.0,4,6,0,0,1.4,1,0,3,327.2625
2019,610.0,2,5,93,1,0.0,0,0,0,0,1.5,0,0,4,667.3658333333333
2013,618.0,2,5,24,0,73000.0,12,0,0,0,2.5,0,0,3,515.6383333333333
2015,350.0,38,5,6,0,200000.0,4,4,2,0,2.0,1,1,0,809.4733333333332
2021,1245.0,2,2,2,0,9000.0,9,0,1,0,2.0,0,3,1,4019.58
2015,383.0,27,0,33,1,0.0,4,1,0,0,1.4,0,0,4,474.82
2008,176.0,4,5,6,0,0.0,4,6,2,0,2.0,1,1,0,277.295
2014,4399.0,4,18,49,1,40000.0,7,8,4,0,5.0,0,3,1,4115.08
2017,390.0,4,4,44,0,115000.0,6,0,0,0,1.6,1,0,3,379.91
2015,429.0,2,5,18,0,30000.0,9,6,0,0,1.5,0,0,3,436.8
2019,890.0,2,19,60,1,40000.0,7,2,1,1,2.4,0,1,1,983.7866666666665
2011,276.0,4,0,110,1,60000.0,4,6,0,0,1.4,0,0,4,451.34
2003,158.0,3,3,36,0,0.0,8,6,0,0,3.0,0,2,1,283.035
2013,415.0,2,3,3,1,114526.0,9,2,0,1,2.2,1,1,2,598.12
2015,290.0,2,4,61,0,11835.0,3,0,1,0,2.0,1,0,0,700.58
2015,288.0,38,0,10,1,0.0,6,6,0,0,1.0,0,0,4,303.05
2020,340.0,2,2,35,0,13000.0,8,2,0,0,1.4,0,0,4,707.6092857142858
2013,1080.0,2,18,107,1,99999.0,8,4,0,0,2.0,0,3,1,741.35
2009,175.0,16,0,13,1,11200.0,4,6,0,0,1.1,1,0,4,173.0366666666667
2017,498.0,2,5,6,0,115000.0,10,4,2,0,2.0,1,1,0,823.8099999999998
2020,350.0,6,2,35,0,19000.0,0,3,0,0,1.4,0,0,4,725.575
2014,175.0,36,4,14,0,70500.0,6,9,0,0,1.25,1,0,4,231.26
2019,489.0,20,5,18,0,43000.0,0,0,0,0,1.5,0,0,3,653.2026666666666
2005,163.0,4,10,111,0,183000.0,4,6,1,0,1.8,0,0,0,191.47
2013,170.0,2,4,14,0,0.0,9,4,0,0,1.25,1,0,4,199.93916666666667
2016,415.0,41,7,9,0,90000.0,6,2,0,0,1.5,0,0,3,493.94
2005,310.0,4,5,24,0,90000.0,3,0,0,0,3.0,0,0,3,410.18
2012,719.0,4,0,92,1,61000.0,6,2,4,0,2.0,0,1,6,438.13
2014,1350.0,2,5,88,1,100000.0,6,2,1,0,2.7,0,2,1,580.08
2021,1110.0,2,2,2,0,4000.0,6,4,1,0,2.0,0,1,1,1607.1814285714283
2018,2920.0,2,11,25,1,27000.0,9,2,0,0,2.0,0,3,1,2398.0573333333336
2007,175.0,2,0,13,1,181920.0,12,3,0,0,1.6,1,0,4,185.63
2017,795.0,2,0,0,0,50000.0,3,0,0,1,2.0,0,0,0,935.14
2019,790.0,0,10,47,0,36586.0,0,2,0,0,2.0,0,0,1,1045.537857142857
2011,285.0,2,15,90,1,102356.0,6,2,0,0,1.8,0,0,3,292.525
2011,690.0,2,5,24,1,88000.0,9,0,0,0,2.5,0,0,3,403.72
2019,888.0,2,19,60,1,48000.0,7,2,1,1,2.4,0,1,1,980.93
2018,628.0,4,5,6,0,80000.0,7,2,2,0,2.0,0,1,0,854.02
2009,190.0,12,5,18,0,0.0,9,6,0,0,1.5,1,0,3,193.1
2019,1030.0,2,0,7,0,52000.0,0,4,1,0,2.4,0,3,1,1010.63
2011,205.0,20,5,18,0,160000.0,4,0,0,0,1.5,1,0,3,235.07
2009,260.0,42,5,6,0,0.0,4,4,2,0,2.0,1,1,0,305.62833333333333
2009,358.0,24,21,112,1,0.0,6,4,0,0,2.0,0,2,1,341.41
2017,1450.0,2,6,23,0,30000.0,4,2,0,0,2.0,0,1,3,704.6214285714285
2019,505.0,30,5,18,0,36000.0,4,0,0,0,1.5,0,0,3,641.67
2015,349.0,4,3,89,0,71000.0,6,2,0,0,1.0,0,0,4,487.87250000000006
2009,105.0,24,1,70,0,0.0,4,8,0,0,0.8,1,0,4,106.38
2009,440.0,2,0,7,1,120000.0,9,2,1,1,2.0,0,0,1,438.915
2019,369.0,2,2,35,0,19000.0,0,2,0,0,1.4,0,0,4,752.7775
2015,445.0,2,5,6,0,80000.0,4,6,2,0,2.0,0,1,0,808.7149999999998
2018,829.0,2,3,3,1,60200.0,5,2,0,1,2.0,0,2,2,1087.124119047619
2021,2499.0,4,6,38,0,1730.0,6,2,0,0,2.0,0,3,1,2938.82
2016,3620.0,2,5,113,1,65000.0,9,0,2,0,4.6,0,3,1,3918.24
2006,490.0,5,5,114,1,81000.0,6,11,1,0,3.3,0,0,5,397.735
2012,3480.0,4,11,79,1,9999.0,9,1,1,0,5.7,0,3,1,3231.8916666666664
2009,70.0,1,1,70,0,0.0,6,9,0,0,0.8,1,0,4,119.59
2009,535.0,2,0,7,1,120000.0,8,2,1,1,2.0,0,0,1,434.645
2019,380.0,2,0,33,0,30000.0,0,2,0,0,1.4,1,0,3,422.84
2016,679.0,2,10,47,0,60000.0,12,2,0,0,2.5,0,0,1,1117.7033333333334
2021,2065.0,2,6,38,0,11000.0,9,0,0,0,2.0,0,3,1,2723.0626666666667
2009,359.0,6,13,86,1,69000.0,6,2,0,0,2.0,0,1,3,286.56
2018,1400.0,5,6,38,0,39000.0,9,2,0,0,2.0,0,1,1,1010.5375
2016,990.0,2,6,8,0,34000.0,6,2,0,0,2.0,0,1,3,750.1433333333334
2014,1650.0,2,3,115,1,60000.0,8,4,4,0,2.3,0,1,6,630.9516666666667
2020,498.0,8,5,18,0,11000.0,0,6,0,0,1.5,0,0,3,664.195
2021,1439.0,4,5,24,1,7300.0,6,0,0,0,2.5,0,0,3,898.4375833333334
2013,418.0,15,10,64,1,0.0,9,6,0,1,3.2,0,2,2,1605.46
2009,213.0,25,3,103,0,0.0,3,6,0,0,1.8,1,0,3,227.51
2012,113.0,17,4,14,0,0.0,8,2,0,0,1.1,1,0,4,192.46333333333337
2019,4250.0,2,6,20,0,10000.0,6,6,0,0,3.0,0,1,3,3475.92
2018,485.0,20,0,33,0,45000.0,6,9,0,0,1.4,0,0,3,722.2316666666666
2018,495.0,19,4,44,0,56000.0,4,0,0,0,1.6,0,0,3,775.7228571428572
2020,870.0,2,5,116,1,0.0,8,2,0,0,1.8,0,0,1,696.56
2011,112.0,2,4,14,0,110121.0,4,9,0,0,1.1,1,0,4,192.81
2003,389.0,34,5,113,0,141000.0,9,7,2,0,4.5,1,2,1,327.64
2017,490.0,19,4,44,0,60000.0,4,5,0,0,1.6,0,0,3,808.11
2014,2550.0,2,14,76,1,40000.0,6,0,0,0,3.6,0,3,1,1281.435
2014,565.0,2,3,3,1,0.0,6,2,0,1,3.2,0,2,2,973.04
2010,320.0,2,0,117,1,78000.0,6,4,0,0,1.6,0,0,4,408.89
2018,415.0,4,3,89,0,77000.0,6,2,0,0,1.5,0,0,4,757.9031904761904
2019,2390.0,24,11,21,1,28000.0,9,4,0,0,2.5,0,0,3,742.107
2014,345.0,2,3,89,0,60.0,6,9,0,0,1.0,0,0,4,327.64
2015,1025.0,2,6,8,0,0.0,0,2,0,0,2.0,0,1,3,720.51
2009,290.0,3,3,118,0,118000.0,9,2,0,0,2.3,0,0,3,367.8533333333333
2018,2250.0,2,11,80,1,30000.0,0,2,0,0,2.0,0,3,1,1939.3183809523812
2018,350.0,2,0,10,0,0.0,0,2,0,0,1.25,0,0,4,459.27
2004,54.0,2,15,51,0,0.0,8,3,0,0,0.8,1,0,4,64.62
2010,345.0,2,5,119,0,12000.0,8,2,6,1,2.5,1,1,5,304.59
2014,620.0,2,7,16,0,60000.0,7,2,0,0,2.4,0,0,1,738.0466666666666
2016,330.0,7,4,32,1,60000.0,6,0,0,0,1.4,1,0,3,340.795
2018,1720.0,2,6,38,0,25000.0,6,0,0,0,2.0,0,3,1,2207.529047619048
2022,1020.0,2,0,0,0,0.0,6,4,0,0,1.6,0,3,0,4270.24
2019,466.0,19,19,82,1,0.0,6,6,1,0,1.5,1,0,1,435.84
2016,475.0,2,4,68,0,63000.0,6,0,0,0,1.6,0,0,3,722.6266666666666
2017,2690.0,2,6,20,0,41000.0,6,2,0,0,3.0,0,1,3,2823.1966666666667
2015,410.0,2,10,71,0,50000.0,6,9,0,0,1.5,0,0,4,468.86300000000006
2018,412.0,7,4,44,0,0.0,9,6,0,0,1.6,1,0,3,412.46
2020,10600.0,2,11,79,1,17000.0,6,4,4,0,5.7,0,3,1,9047.735
2010,228.0,16,5,6,0,0.0,4,6,2,0,2.0,1,1,0,353.125
2008,275.0,2,5,19,0,180000.0,9,0,0,0,1.8,1,0,3,233.625
2016,3550.0,2,5,113,1,53000.0,9,2,2,0,4.6,0,3,1,3595.25
2006,138.0,14,8,120,0,0.0,8,6,2,0,1.6,1,1,1,137.68
2017,778.0,2,7,16,0,0.0,9,2,0,0,2.4,0,0,1,1177.8366666666666
2015,298.0,30,5,18,0,70000.0,3,1,0,0,1.5,1,0,3,309.97
2017,3250.0,2,6,20,0,30000.0,9,4,0,0,3.0,0,1,3,2859.24
2016,570.0,2,3,3,1,80000.0,0,2,0,1,3.2,0,2,2,1507.56
2009,210.0,30,4,61,0,0.0,9,6,1,0,2.0,1,0,0,267.87
2011,670.0,43,5,24,1,80000.0,3,1,0,0,2.5,0,0,3,398.74
2019,550.0,2,5,18,0,28000.0,4,0,0,0,1.5,0,0,3,642.075
2016,183.0,6,1,70,0,0.0,14,6,0,0,1.0,1,0,4,206.9594285714286
2020,355.0,6,5,91,1,7100.0,6,2,0,0,1.2,0,0,4,569.76
2018,183.0,2,1,70,0,38636.0,4,11,3,0,1.2,1,0,5,280.3
2020,890.0,2,10,47,0,20000.0,8,2,0,0,2.0,0,0,1,1094.425
2008,135.0,0,1,106,0,99000.0,9,4,1,0,2.0,1,0,0,249.7
2019,448.0,4,4,44,0,0.0,6,3,0,0,1.6,1,0,3,464.87
2018,323.0,2,4,14,0,0.0,0,6,0,0,1.25,0,0,4,461.95
2017,535.0,2,3,3,1,63160.0,6,2,0,1,2.2,1,1,2,869.355
2015,285.0,24,4,14,0,45000.0,6,6,0,0,1.25,0,0,4,346.24
2006,240.0,2,7,26,0,180000.0,9,2,0,0,2.0,0,0,3,293.34
2020,2499.0,2,6,23,0,14000.0,0,2,0,0,2.0,0,1,3,906.67
2013,213.0,5,1,70,0,0.0,8,6,0,0,1.0,0,0,4,318.77
2009,595.0,2,5,121,1,66666.0,2,6,0,0,2.7,0,3,0,495.66916666666674
2010,256.0,36,15,90,1,0.0,4,6,0,0,1.6,0,0,3,265.57
2016,450.0,2,5,6,0,5.0,4,4,2,0,2.0,1,1,0,802.7208333333333
2008,185.0,4,15,122,1,0.0,8,0,0,0,1.2,0,0,4,160.1975
2011,268.0,19,0,110,1,100000.0,6,2,0,0,1.4,0,0,4,429.5433333333333
2016,183.0,4,1,70,0,88000.0,6,6,0,0,1.0,1,0,4,224.196
2015,940.0,2,6,8,0,0.0,9,0,0,0,2.0,0,1,3,739.52
2002,245.0,4,5,24,0,52000.0,11,6,0,0,2.4,1,0,3,205.67
2019,335.0,2,4,14,0,0.0,8,11,0,0,1.25,0,0,4,453.85
2016,1310.0,2,3,87,1,32000.0,6,0,1,0,2.3,0,3,1,847.6833333333333
2015,283.0,44,4,32,1,0.0,6,6,0,0,1.4,0,0,3,457.33
2018,525.0,7,4,44,0,40000.0,9,0,0,0,1.6,0,0,3,782.2733333333334
2008,350.0,4,6,8,0,60000.0,7,0,0,0,2.5,0,1,3,375.695
2016,318.0,45,8,54,1,0.0,4,11,1,0,1.4,0,0,1,420.45
2016,1800.0,2,6,23,0,46000.0,9,4,0,0,2.0,0,1,3,676.13
2019,980.0,2,7,16,1,0.0,6,2,1,0,1.5,0,0,1,896.763142857143
2010,265.0,2,0,110,1,120000.0,8,0,0,0,1.4,0,0,4,374.4625
2016,1479.0,2,6,38,0,50000.0,8,0,0,0,2.0,0,3,1,1724.56
2010,980.0,4,5,123,1,0.0,6,9,0,2,1.5,0,0,4,298.18
2016,1068.0,4,6,8,0,43000.0,6,8,0,0,2.0,0,1,3,752.21
2018,1679.0,2,6,23,0,40000.0,6,2,0,0,2.0,0,1,3,763.3884848484848
2019,598.0,2,1,124,1,70000.0,0,2,0,1,2.5,0,2,2,855.64
2005,255.0,38,5,94,0,132618.0,12,6,2,0,1.8,1,1,1,144.61
2016,295.0,6,4,32,1,0.0,4,4,0,0,1.4,1,0,3,332.4625
2021,1230.0,2,2,2,0,10000.0,9,4,1,0,2.0,0,3,1,4031.78
2012,85.0,46,1,70,0,0.0,6,7,3,0,0.8,1,0,5,128.26
2021,525.0,2,0,33,0,13000.0,12,9,0,0,1.4,0,0,3,705.335
2017,459.0,2,5,6,0,50000.0,7,6,2,0,2.0,1,1,0,830.3
2020,582.0,4,4,44,0,20000.0,6,0,0,0,1.6,0,0,3,839.375
2005,249.0,19,6,8,0,86000.0,9,2,0,0,3.0,0,1,3,387.26
2010,260.0,2,3,103,0,100000.0,4,6,0,0,1.8,0,0,4,410.3066666666666
2019,503.0,2,10,71,1,35100.0,6,9,0,0,1.5,0,0,3,781.8208571428571
2004,142.0,4,19,77,0,0.0,11,1,2,0,2.0,1,1,1,129.73166666666668
2020,596.0,30,4,44,0,0.0,0,6,0,0,2.0,0,0,3,858.57
2014,438.0,4,5,28,1,120000.0,11,0,0,1,2.5,1,1,2,442.92
2019,266.0,15,4,14,0,36000.0,3,6,0,0,1.25,1,0,4,299.3
2016,295.0,6,4,32,1,0.0,4,12,0,0,1.4,1,0,3,328.3825
2013,219.0,4,1,70,0,82500.0,8,9,0,0,1.0,0,0,4,324.47
2018,518.0,23,5,6,0,56683.0,4,2,2,0,2.0,1,1,0,843.0983333333332
2012,363.0,6,3,36,0,0.0,9,6,0,0,2.3,0,0,1,692.74
2016,293.0,25,5,18,0,0.0,3,6,0,0,1.3,1,0,3,289.56
2020,780.0,47,10,47,0,0.0,6,10,0,0,2.0,0,0,1,1104.79
2018,965.0,20,0,7,0,60000.0,0,0,1,1,2.2,0,2,1,1086.08
2021,485.0,30,19,82,1,1241.0,6,3,1,0,1.5,1,0,1,485.67
2018,570.0,0,0,29,0,0.0,6,11,0,0,2.0,0,0,3,920.1299999999999
2021,445.0,35,4,48,0,15000.0,6,9,0,0,1.4,0,0,3,720.025
2013,365.0,4,3,103,0,65000.0,6,2,0,0,1.6,0,0,4,587.39
2010,399.0,2,6,8,0,110000.0,9,2,0,0,1.8,0,1,3,416.81
2009,399.0,2,5,19,0,120000.0,9,0,0,0,2.0,0,0,3,349.305
2017,412.0,2,3,83,0,45000.0,6,2,0,0,1.5,1,0,1,304.442
2007,248.0,43,5,6,0,0.0,4,11,2,0,2.0,1,1,0,255.53
2020,850.0,2,3,3,1,0.0,5,2,0,1,2.0,0,2,2,1342.895
2016,150.0,2,1,70,0,0.0,0,2,3,0,1.2,1,0,5,226.6729761904762
2013,310.0,2,5,6,0,90000.0,4,0,2,0,2.0,1,1,0,438.56666666666666
2018,439.0,2,10,71,0,0.0,0,2,0,0,1.5,0,0,3,772.6941666666665
2014,4660.0,2,18,49,1,33000.0,9,8,4,0,5.0,0,3,1,4010.62
2010,338.0,13,17,65,1,100000.0,4,2,0,0,2.0,0,0,3,358.1
2016,475.0,8,19,104,1,0.0,4,0,0,1,2.5,0,1,2,558.89
2019,785.0,4,17,58,0,20000.0,2,11,1,0,2.0,0,0,1,1356.23
2009,320.0,2,7,26,0,90000.0,11,2,0,0,2.0,0,0,3,318.275
2015,545.0,2,5,19,0,0.0,4,0,0,0,1.8,0,0,3,769.33
2008,210.0,15,1,1,0,0.0,9,6,1,0,2.4,0,0,1,417.85
2021,2322.0,2,6,23,0,50.0,6,2,0,0,2.0,0,1,3,937.08
2013,3750.0,2,18,49,1,0.0,9,4,0,0,5.0,0,3,1,3422.796666666667
2005,218.0,19,19,77,0,68000.0,9,6,2,0,2.0,1,1,1,156.76
2009,320.0,2,7,26,0,150000.0,9,2,0,0,2.0,0,0,3,312.685
2011,312.0,7,0,125,0,0.0,6,4,0,0,1.6,0,0,3,434.67
2016,936.0,2,13,86,1,60000.0,9,0,0,0,2.0,0,1,3,532.0
2017,479.0,2,3,83,0,56899.0,0,7,0,0,1.5,0,0,1,751.695
2016,3700.0,4,13,126,1,40000.0,3,8,0,0,3.0,0,1,6,581.31
2018,500.0,4,3,103,0,83000.0,2,9,0,0,1.5,0,0,3,752.3523333333334
2018,526.0,4,4,46,0,42000.0,6,0,1,0,2.0,0,0,1,796.88
2021,935.0,2,3,3,1,0.0,5,3,0,1,2.0,0,2,2,1417.3583333333333
2004,135.0,2,15,127,0,150000.0,9,1,0,0,2.5,0,0,3,187.62285714285713
2011,1199.0,2,6,20,1,100000.0,9,2,0,0,3.0,0,1,3,1061.91
2014,460.0,2,5,19,0,62000.0,9,0,0,0,1.8,1,0,3,370.585
2008,118.0,16,0,13,1,0.0,4,6,0,0,1.1,1,0,4,168.43
2015,497.0,27,5,28,1,87000.0,4,6,0,1,2.5,1,1,2,455.74
2007,235.0,43,1,1,0,0.0,4,3,1,0,2.4,1,0,1,289.47
2019,6350.0,2,13,128,1,20000.0,6,4,1,0,3.0,0,3,1,4033.21
2018,1745.0,2,6,38,0,50000.0,0,2,0,0,2.0,0,3,1,2166.4080476190475
2021,985.0,4,3,3,0,13000.0,9,2,0,1,2.0,0,2,2,1865.94
2015,2720.0,2,22,129,1,70000.0,7,0,1,0,2.0,0,3,1,2050.21
2018,525.0,2,5,6,0,45000.0,7,4,2,0,2.0,1,1,0,844.71
2012,438.0,13,5,19,0,0.0,9,6,0,0,1.8,0,0,3,421.605
2017,525.0,2,4,44,0,17000.0,6,0,0,0,1.6,0,0,3,782.4129999999999
2019,745.0,4,7,26,1,37000.0,0,2,0,0,1.5,0,0,3,716.1136666666666
2020,695.0,47,3,3,1,22000.0,6,4,0,1,2.2,0,1,2,1185.43
2021,1245.0,2,2,2,0,9000.0,9,0,1,0,2.0,0,3,1,4019.58
2011,80.0,2,1,70,0,100000.0,8,9,3,0,0.8,1,0,5,129.76
2012,270.0,12,5,18,0,80000.0,4,0,0,0,1.5,1,0,3,258.96
2018,530.0,2,3,72,0,70000.0,11,3,7,1,2.4,1,1,5,560.27
2005,299.0,4,17,57,1,51000.0,3,0,0,0,3.5,0,3,0,476.73
2014,375.0,2,7,9,0,75000.0,2,9,0,0,1.5,0,0,3,429.4
2016,1728.0,15,5,88,1,56389.0,13,2,1,0,2.7,0,2,1,707.59
2017,418.0,2,1,56,0,0.0,9,6,0,0,1.8,0,0,3,1038.62
2015,710.0,2,3,3,1,70000.0,5,9,0,1,3.2,0,2,2,1327.0125
2016,652.0,4,5,5,0,100000.0,6,0,2,1,2.5,1,1,1,835.8666666666666
2018,1550.0,2,6,23,0,40000.0,6,4,0,0,2.0,0,1,3,761.65
2020,428.0,2,7,78,1,1.0,6,3,0,0,1.2,0,0,4,460.71
2020,4850.0,2,5,113,1,20000.0,9,2,2,0,4.6,0,3,1,6141.695
2019,650.0,24,0,29,0,59811.0,6,2,0,0,1.6,0,0,3,747.69
2010,1300.0,2,11,25,1,65038.0,9,2,0,2,3.5,0,3,1,928.48
2008,190.0,8,1,1,0,0.0,4,6,1,0,2.4,0,0,1,396.01
2014,1420.0,2,5,88,1,0.0,6,6,1,0,2.7,0,2,1,588.03
2020,1069.0,2,4,43,0,0.0,8,0,1,1,2.2,0,0,1,906.67
2019,1019.0,2,0,7,0,36000.0,6,2,1,0,2.4,0,3,1,989.67
2019,918.0,2,7,16,1,0.0,6,2,1,0,1.5,0,0,1,896.763142857143
2009,313.0,19,3,55,0,0.0,9,3,2,1,2.5,1,1,1,322.47
2018,530.0,15,4,44,0,0.0,6,0,0,0,1.6,0,0,3,781.69
2018,690.0,2,19,62,0,48000.0,7,0,1,0,2.0,0,0,1,1201.62
2018,950.0,4,5,24,0,33362.0,6,4,0,0,2.5,0,0,3,1117.5835
2004,197.0,2,0,130,1,72000.0,9,2,0,0,3.0,0,0,3,288.19
2019,975.0,19,7,16,1,30000.0,9,2,1,0,1.5,0,0,1,901.36
2014,1350.0,2,18,107,1,60000.0,9,8,0,0,2.0,0,3,1,901.1
2019,580.0,2,5,85,1,20000.0,0,2,1,0,1.5,0,1,1,767.7525
2021,1230.0,2,2,2,0,10000.0,9,4,1,0,2.0,0,3,1,4031.78
2017,218.0,4,4,14,0,92000.0,4,0,0,0,1.25,1,0,4,246.81
2019,1060.0,2,2,2,0,24000.0,8,4,1,0,2.0,0,3,1,3760.3
2018,1655.0,2,6,23,0,32000.0,9,2,0,0,2.0,0,1,3,770.9766666666667
2021,1150.0,2,2,2,0,4000.0,9,2,1,0,2.0,0,1,1,1575.385
2010,222.0,36,15,90,1,0.0,9,2,0,0,1.6,0,0,3,266.05
2019,850.0,2,17,58,0,40000.0,9,2,1,0,2.5,0,2,1,885.8960000000001
2012,152.0,44,1,70,0,0.0,4,6,0,0,1.2,1,0,4,197.23
2013,696.0,2,16,131,1,0.0,5,2,0,0,2.0,0,3,0,847.95
2017,605.0,25,3,3,1,94000.0,4,11,0,1,2.2,1,2,2,915.2975
2016,879.0,4,13,132,1,54000.0,6,0,0,0,1.5,0,1,4,691.545
2016,468.0,25,10,64,1,0.0,9,2,0,1,2.2,1,2,2,496.73
2016,650.0,2,10,47,0,0.0,6,2,0,0,2.0,0,0,1,718.7675
2008,315.0,4,6,8,0,108000.0,11,6,0,0,1.8,0,1,3,352.23
2019,568.0,2,19,82,1,40000.0,6,0,1,0,1.5,0,0,1,837.5766666666666
2013,456.0,15,3,36,0,83866.0,13,2,0,0,2.3,0,0,1,771.67
2018,860.0,2,4,133,0,10000.0,8,1,1,1,2.2,0,0,5,982.8866666666668
2020,599.0,2,19,82,1,12000.0,6,2,1,0,1.5,0,0,1,905.0813333333333
2019,379.0,12,0,10,0,45215.0,0,8,0,0,1.25,0,0,4,465.205
2020,400.0,2,0,10,0,2300.0,0,9,0,0,1.25,0,0,4,456.4075
2014,348.0,19,10,17,0,0.0,3,6,0,0,1.6,0,0,3,503.42
2010,618.0,2,6,23,0,110000.0,9,2,0,0,3.0,0,1,3,1143.0
2016,1150.0,2,6,8,0,50000.0,0,2,0,0,2.0,0,1,3,746.44
2017,510.0,20,10,17,0,50000.0,8,2,0,0,1.5,0,0,3,636.4866666666667
2020,533.0,2,5,18,0,0.0,6,6,0,0,1.5,0,0,3,655.945
2017,2650.0,4,11,25,1,55000.0,0,4,0,0,2.0,0,3,1,2284.516666666667
2019,533.0,6,7,9,0,53000.0,4,2,0,0,1.5,0,0,3,738.6126666666668
2009,360.0,27,3,55,0,99000.0,12,0,2,1,2.5,1,1,1,327.47
2018,435.0,12,7,134,1,0.0,6,6,0,0,1.5,0,0,4,668.555
1990,120.0,4,5,135,1,280000.0,2,4,1,0,2.4,0,1,5,195.02
2018,3399.0,2,13,136,1,30000.0,8,0,0,0,2.0,0,1,3,637.4133333333334
2020,5500.0,2,14,137,1,3999.0,0,0,3,0,2.0,0,1,6,3243.645
2017,235.0,2,0,10,1,15.0,6,9,0,0,1.25,1,0,3,261.84
2005,64.0,12,3,72,0,0.0,4,9,7,1,2.4,1,1,5,101.29
2015,298.0,2,4,61,0,68000.0,9,9,1,0,2.0,1,0,0,632.18
2017,645.0,2,5,6,0,67000.0,3,4,1,0,2.0,0,1,0,830.2925
2015,328.0,0,5,18,0,120000.0,9,0,0,0,1.5,1,0,3,296.43416666666667
2015,3850.0,2,18,49,1,0.0,12,3,0,0,3.0,0,3,1,1666.66
2017,555.0,2,10,17,0,51000.0,8,2,0,0,1.5,0,0,3,653.825
2019,548.0,4,19,82,1,30000.0,9,0,1,0,1.5,0,0,1,845.15
2017,830.0,4,3,3,1,71000.0,6,15,0,1,3.2,0,2,2,2108.7433333333333
2017,695.0,2,10,27,0,40000.0,6,2,0,0,2.0,0,0,3,763.26
