year,price,location,branch,model,origin,km_driven,external_color,internal_color,num_seats,fuels,engine_capacity,gearbox,wheel_drive,car_type
2009,340.0,1,14,71,1,50000.0,6,1,0,0,2.3,0,0,1
2020,450.0,1,0,17,1,17000.0,8,14,0,0,1.5,1,0,0
2016,7300.0,0,7,77,0,50000.0,11,6,3,0,5.0,0,3,1
2010,135.0,0,2,51,0,0.0,0,1,0,0,1.1,1,0,2
2017,1136.0,0,3,4,1,0.0,3,2,0,0,2.0,0,1,0
2020,339.0,18,5,73,1,15000.0,1,1,0,0,1.4,0,0,2
2018,368.0,8,0,17,1,0.0,6,0,0,0,1.5,1,0,0
2021,1295.0,0,2,2,1,10000.0,2,6,1,1,2.2,0,3,1
2015,372.0,5,0,17,1,149530.0,0,1,0,0,1.5,0,0,0
2021,650.0,6,11,36,1,913.0,3,1,0,0,1.5,0,0,0
2014,1550.0,1,1,107,0,52000.0,3,2,3,0,2.0,0,1,6
2017,1199.0,0,3,4,1,40000.0,2,1,0,0,2.0,0,1,0
2007,250.0,5,0,22,0,104000.0,0,2,0,0,1.3,0,0,2
2020,6350.0,0,10,99,0,4000.0,12,1,0,0,3.4,0,0,0
2019,335.0,0,2,37,1,6500.0,1,5,0,0,1.25,1,0,2
2018,468.0,1,2,53,1,51000.0,0,2,0,0,1.4,0,0,0
2017,245.0,6,2,37,1,0.0,0,0,0,0,1.25,1,0,0
2017,5380.0,1,6,40,0,25000.0,2,6,3,0,2.9,0,1,0
2008,183.0,25,2,51,0,0.0,0,0,0,0,1.4,0,0,2
2016,195.0,19,2,37,0,0.0,3,10,0,0,1.0,1,0,2
2018,965.0,0,2,2,1,53000.0,3,2,1,1,2.2,0,2,1
2019,1295.0,0,3,4,1,30000.0,3,1,0,0,1.5,0,1,0
2020,1215.0,1,0,0,0,48000.0,2,2,0,0,2.5,0,0,0
2018,1160.0,0,3,4,1,33000.0,2,2,0,0,2.0,0,1,0
2016,3580.0,0,3,8,1,5000.0,2,2,0,0,4.7,0,1,0
2020,458.0,38,4,108,0,13000.0,3,4,0,0,1.2,0,0,2
2016,669.0,29,11,46,1,97000.0,4,1,0,0,2.5,0,0,1
2008,75.0,20,13,45,1,13.0,4,15,5,0,0.8,1,0,5
2014,313.0,11,2,37,0,51000.0,3,7,0,0,1.25,0,0,2
2021,6700.0,1,10,99,0,3000.0,12,1,0,0,3.4,0,0,0
2012,455.0,6,0,6,1,111000.0,3,0,2,0,2.7,0,2,1
2005,135.0,11,15,30,0,0.0,4,7,0,0,0.8,0,0,2
2014,518.0,13,0,35,1,90000.0,7,1,0,0,1.8,0,0,0
2015,295.0,0,2,37,0,0.0,3,4,0,0,1.25,0,0,2
2020,1059.0,1,0,6,1,56000.0,7,1,1,1,2.4,0,1,1
2021,1769.0,1,19,109,0,1300.0,1,1,0,0,2.0,0,3,1
2017,330.0,11,2,37,1,44000.0,3,8,0,0,1.25,0,0,0
2010,1200.0,39,10,52,0,50000.0,3,2,3,0,2.5,0,1,7
2010,248.0,9,9,18,1,0.0,0,2,0,0,1.6,1,0,0
2014,455.0,21,2,110,1,0.0,4,4,7,1,3.9,1,1,8
2009,65.0,0,13,45,1,0.0,4,4,0,0,0.8,1,0,2
2016,515.0,24,14,42,0,91140.0,6,1,0,1,2.2,1,1,4
2017,375.0,1,0,17,1,0.0,0,4,0,0,1.5,0,0,0
2014,195.0,13,2,37,0,0.0,0,0,0,0,1.0,1,0,2
2017,395.0,0,0,17,1,45000.0,12,2,0,0,1.5,1,0,0
2011,308.0,6,9,48,1,0.0,5,1,1,0,2.0,0,0,3
2010,203.0,3,9,25,1,0.0,1,1,0,0,1.1,0,0,2
2010,145.0,38,2,51,0,0.0,12,0,0,0,1.1,1,0,2
2017,435.0,0,0,17,1,0.0,6,2,0,0,1.5,0,0,0
2018,388.0,0,0,17,1,0.0,0,0,0,0,1.5,1,0,0
2020,1560.0,1,3,4,1,9000.0,3,1,0,0,2.0,0,1,0
2018,260.0,0,13,45,1,31500.0,4,7,0,0,1.2,1,0,2
2019,496.0,9,2,53,1,31000.0,3,8,0,0,1.4,0,0,0
2010,188.0,0,9,25,1,38000.0,4,1,0,0,1.1,1,0,2
2009,248.0,0,9,48,1,180000.0,2,1,1,0,2.0,0,0,3
2009,215.0,13,15,34,0,85000.0,2,10,0,0,1.6,1,0,0
2018,750.0,0,9,63,1,0.0,2,2,1,0,2.4,0,0,1
2008,95.0,42,13,45,1,180000.0,3,8,0,0,0.8,1,0,2
2019,480.0,0,11,20,0,40000.0,1,1,0,0,1.5,0,0,2
2018,434.0,38,0,17,1,40000.0,6,0,0,0,1.5,0,0,0
2015,445.0,0,0,22,0,0.0,3,4,0,0,1.3,0,0,2
2015,1650.0,1,10,111,0,76000.0,3,6,0,0,2.5,0,0,0
2012,282.0,3,2,53,0,0.0,11,0,0,0,1.4,1,0,0
2015,445.0,24,0,35,1,78000.0,4,2,0,0,1.8,1,0,0
2016,545.0,0,17,112,0,44000.0,1,1,0,0,1.6,0,0,1
2015,710.0,0,4,14,1,51000.0,3,4,0,0,2.0,0,0,1
2020,1739.0,1,3,4,1,15000.0,1,6,0,0,2.0,0,1,0
2020,639.0,0,9,64,1,20000.0,1,7,0,0,2.0,0,0,0
2018,830.0,0,2,69,1,77000.0,3,1,0,0,2.0,0,0,3
2013,375.0,1,14,79,1,50000.0,2,10,0,0,1.8,0,0,2
2020,1030.0,1,0,6,1,42000.0,7,6,2,1,2.4,0,1,1
2021,1395.0,0,3,4,1,6800.0,3,1,0,0,1.5,0,1,0
2012,735.0,1,2,61,0,53000.0,6,1,3,0,2.0,0,1,6
2016,765.0,0,14,42,0,55000.0,8,7,0,1,3.2,0,2,4
2011,115.0,0,9,25,1,0.0,11,6,0,0,1.1,1,0,2
2008,333.0,1,12,113,0,0.0,2,0,0,0,2.4,0,0,0
2014,3550.0,1,7,77,0,36000.0,3,2,0,0,3.0,0,3,1
2011,175.0,3,0,17,1,0.0,6,0,0,0,1.5,1,0,0
2016,985.0,0,3,4,1,0.0,1,1,0,0,2.0,0,1,0
2019,575.0,36,9,64,1,15000.0,3,0,0,0,1.6,0,0,0
2021,2570.0,0,10,111,0,13000.0,3,6,0,0,2.5,0,0,0
2016,685.0,21,4,14,1,48800.0,7,2,0,0,2.0,0,0,1
2014,188.0,43,9,25,1,0.0,12,0,0,0,1.25,1,0,2
2017,798.0,1,0,6,0,113000.0,0,6,2,1,2.4,1,1,1
2016,525.0,0,9,114,1,72000.0,4,1,1,1,1.7,0,0,1
2008,268.0,1,0,35,1,100000.0,2,0,0,0,1.8,1,0,0
2015,999.0,0,3,4,1,50000.0,1,1,0,0,2.0,0,1,0
2010,415.0,0,4,14,1,70000.0,2,4,0,0,2.4,0,0,1
2021,625.0,0,2,115,1,12000.0,3,7,0,0,2.0,0,0,3
2013,189.0,9,8,13,1,0.0,3,7,0,0,1.5,1,0,0
2019,595.0,0,11,36,1,40000.0,1,1,0,0,1.5,0,0,0
2015,395.0,0,11,20,0,50000.0,4,12,0,0,1.5,0,0,2
2009,395.0,23,0,0,1,0.0,2,2,0,0,2.4,0,0,0
2011,950.0,9,0,116,0,100000.0,2,2,0,0,3.5,0,0,0
2021,1250.0,0,5,11,1,4000.0,11,6,1,0,2.0,0,3,1
2010,178.0,42,0,21,1,0.0,0,4,2,0,2.0,1,1,3
2020,9190.0,0,10,93,0,19000.0,2,6,3,0,5.7,0,3,1
2016,409.0,40,11,20,1,77000.0,3,1,0,0,1.5,0,0,0
2005,120.0,44,15,34,1,0.0,2,1,0,0,1.6,1,0,0
2009,1160.0,0,10,52,0,0.0,3,4,3,0,2.5,0,1,7
2019,570.0,20,9,64,1,30000.0,6,1,0,0,1.6,0,0,0
2020,1185.0,1,14,49,0,16900.0,3,1,1,1,2.0,0,1,1
2003,253.0,25,0,0,1,0.0,2,0,0,0,2.4,1,0,0
2015,700.0,0,4,14,1,59000.0,3,1,0,0,2.4,0,0,1
2018,825.0,0,2,69,1,90373.0,3,2,0,1,2.0,0,0,3
2019,2399.0,0,1,98,0,30000.0,2,6,0,0,2.0,0,1,0
2020,445.0,1,0,17,1,32000.0,3,1,0,0,1.5,1,0,0
2020,855.0,0,2,69,1,30000.0,3,2,0,0,2.0,0,0,3
2020,865.0,0,11,65,1,0.0,3,1,0,0,2.0,0,0,0
2019,965.0,0,9,47,1,0.0,3,2,1,0,3.3,0,0,5
2021,2270.0,0,3,16,1,7000.0,2,6,0,0,2.0,0,1,0
2016,436.0,18,0,22,0,50000.0,0,13,0,0,1.3,0,0,2
2012,398.0,21,4,81,1,8.0,3,2,0,0,1.8,0,0,0
2008,206.0,1,13,38,1,215294.0,2,2,1,0,2.4,1,0,1
2009,185.0,21,15,30,0,103000.0,4,7,0,0,1.0,0,0,2
2014,2420.0,1,7,117,0,38000.0,2,10,0,0,3.0,0,3,1
2017,499.0,0,11,50,0,65000.0,2,1,0,1,2.2,0,1,4
2008,585.0,0,1,75,0,120000.0,3,1,0,0,3.0,0,3,1
2017,348.0,0,0,17,1,0.0,6,0,0,0,1.5,1,0,0
2011,180.0,0,3,59,1,150000.0,0,1,4,1,2.2,1,1,5
2016,438.0,0,14,29,1,70000.0,3,1,0,0,1.5,0,0,1
2019,1680.0,0,3,16,1,6888.0,1,1,0,0,1.5,0,1,0
2021,625.0,1,0,118,0,23000.0,1,1,1,0,1.5,0,1,1
2013,500.0,0,11,46,1,70000.0,12,1,0,0,2.0,0,0,1
2010,168.0,13,2,51,0,180000.0,12,8,0,0,1.1,1,0,2
2009,425.0,1,0,6,1,98000.0,0,11,2,0,2.7,0,2,1
2017,1430.0,0,3,16,1,0.0,4,1,0,0,2.0,0,1,0
2018,370.0,0,2,37,1,40000.0,1,7,0,0,1.25,0,0,2
2021,1365.0,0,2,2,1,14000.0,1,6,1,0,2.5,0,3,1
2016,939.0,0,3,4,1,48000.0,2,2,0,0,2.0,0,1,0
2011,955.0,0,10,52,0,69999.0,3,2,0,0,2.5,0,1,0
2018,2250.0,1,19,119,0,51000.0,0,6,0,0,2.0,0,3,3
2019,799.0,0,11,65,1,30000.0,3,1,0,0,2.5,0,0,0
2011,90.0,1,17,120,1,80000.0,3,8,5,0,1.0,1,1,8
2015,252.0,11,13,80,1,0.0,1,0,0,0,1.5,0,0,0
2021,413.0,27,2,37,1,6000.0,7,0,0,0,1.25,0,0,2
2009,275.0,23,0,21,1,1440000.0,0,0,2,0,2.0,1,1,3
2017,253.0,24,2,37,1,0.0,0,8,0,0,1.0,1,0,2
2007,950.0,1,10,106,0,213600.0,0,2,1,0,4.7,0,3,1
2016,495.0,0,11,36,1,50000.0,4,1,0,0,1.5,0,0,0
2009,140.0,27,9,25,1,0.0,0,1,0,0,1.1,1,0,2
2018,578.0,45,11,36,1,51000.0,2,8,0,0,1.5,0,0,0
2020,510.0,26,17,121,0,31000.0,11,1,1,0,1.5,0,0,1
2009,118.0,0,15,66,1,0.0,2,7,0,0,1.5,1,0,0
2021,789.0,0,5,7,1,0.0,7,4,0,0,2.0,0,1,0
2018,625.0,1,0,22,0,11600.0,3,2,0,0,1.5,0,0,2
2009,565.0,11,0,122,0,115000.0,0,2,0,0,2.7,0,0,3
2017,1180.0,1,3,4,1,51000.0,2,1,0,0,2.0,0,1,0
2015,490.0,1,9,114,1,42000.0,4,2,1,0,2.0,0,0,1
2019,6450.0,0,6,43,0,14000.0,5,5,0,0,3.0,0,3,1
2018,660.0,0,8,123,0,60000.0,8,2,0,1,2.5,0,2,4
2019,520.0,1,0,17,1,4900.0,1,2,0,0,1.5,0,0,0
2019,8600.0,0,10,93,0,7979.0,3,5,1,0,5.7,0,3,1
2014,210.0,33,2,37,0,0.0,3,6,0,0,1.0,1,0,2
2015,760.0,36,0,0,1,72000.0,2,1,0,0,2.5,0,0,0
2016,305.0,0,0,17,1,65037.0,2,11,0,0,1.5,1,0,0
2019,1098.0,21,14,49,0,56000.0,2,1,1,1,2.0,0,1,1
2001,99.0,13,3,4,1,0.0,6,0,0,0,2.0,0,1,0
2004,170.0,35,0,17,1,0.0,0,0,0,0,1.5,1,0,0
2021,619.0,6,11,50,0,0.0,3,1,0,1,2.2,1,2,4
2015,455.0,1,2,23,0,90000.0,2,1,0,0,1.6,0,0,0
2015,2680.0,0,6,9,0,60000.0,3,11,0,0,2.0,0,3,1
2018,372.0,25,0,17,1,0.0,3,0,0,0,1.5,1,0,0
2019,585.0,0,9,64,1,22000.0,4,0,0,0,1.6,0,0,0
2010,1980.0,0,10,106,0,100000.0,2,6,1,0,4.6,0,3,1
2004,148.0,0,2,124,0,80000.0,0,0,4,1,2.5,1,1,5
2020,750.0,0,5,7,1,42000.0,2,6,0,0,2.0,0,1,0
2010,253.0,0,2,23,0,140000.0,3,1,0,0,1.6,0,0,0
2019,399.0,0,12,125,0,40000.0,1,1,0,0,1.2,0,0,0
2016,486.0,1,20,126,1,25900.0,4,1,0,0,2.0,0,0,0
2013,283.0,3,13,28,1,0.0,0,1,0,0,1.8,0,0,0
2002,80.0,0,9,103,1,170000.0,1,1,0,0,1.1,1,0,2
2004,175.0,0,3,4,1,60.0,2,1,0,0,2.6,0,1,0
2019,1080.0,1,2,2,1,300000.0,3,12,1,1,2.2,0,3,1
2015,183.0,0,9,25,1,0.0,3,0,0,0,1.25,1,0,2
2005,205.0,27,0,35,1,200000.0,11,10,0,0,1.8,1,0,0
2015,263.0,13,0,17,1,0.0,3,0,0,0,1.5,1,0,0
2019,2260.0,0,3,16,1,30000.0,3,6,0,0,2.0,0,1,0
2018,686.0,1,20,127,1,30000.0,4,1,0,0,1.6,0,0,3
2020,1739.0,1,3,15,1,6222.0,3,1,0,0,2.0,0,1,1
2019,420.0,25,0,17,1,31000.0,3,2,0,0,1.5,1,0,0
2019,920.0,0,2,2,1,50000.0,4,10,1,0,2.4,0,3,1
2021,885.0,1,0,101,0,4000.0,0,1,0,0,1.8,0,0,1
2019,1220.0,1,14,49,0,68000.0,4,1,1,1,2.0,0,2,1
2014,3150.0,27,10,106,0,80000.0,6,2,1,0,4.6,0,3,1
2020,1110.0,1,2,2,1,24000.0,4,6,1,0,2.4,0,3,1
2012,269.0,20,2,74,1,96000.0,2,2,0,0,1.6,1,0,0
2013,550.0,8,11,65,0,75000.0,3,9,0,0,2.5,0,0,0
2010,250.0,13,0,17,1,0.0,6,0,0,0,1.5,1,0,0
2009,395.0,0,0,6,1,0.0,1,5,2,0,2.7,0,2,1
2013,245.0,4,13,28,1,130000.0,2,0,0,0,1.6,1,0,0
2018,575.0,0,11,36,1,0.0,3,1,0,0,1.5,0,0,0
2018,370.0,0,13,28,1,0.0,2,4,0,0,1.6,1,0,0
2017,525.0,0,11,50,0,8592.0,3,1,0,1,2.2,0,1,4
2018,535.0,0,14,29,1,60000.0,11,8,0,0,1.5,0,0,1
2010,950.0,0,7,117,0,0.0,13,1,0,0,5.0,0,3,1
2003,102.0,29,12,128,1,0.0,6,4,2,0,2.0,1,1,1
2015,465.0,46,12,58,0,90000.0,5,2,0,1,2.5,0,1,4
2016,1169.0,0,3,4,1,28000.0,2,5,0,0,2.0,0,1,0
2018,810.0,13,14,42,0,27500.0,3,1,0,1,2.0,0,2,4
2016,685.0,0,18,86,0,40000.0,11,0,1,1,3.0,0,1,1
2009,350.0,1,11,129,0,130000.0,2,1,1,0,2.0,0,0,5
2017,455.0,0,13,87,1,50000.0,3,1,1,0,1.8,0,0,1
2016,328.0,0,0,17,1,0.0,12,0,0,0,1.5,1,0,0
2008,418.0,0,16,68,0,0.0,1,2,0,0,2.0,0,3,0
2019,905.0,4,0,0,0,36000.0,2,2,0,0,2.0,0,0,0
2014,460.0,0,14,42,0,95000.0,2,10,0,1,2.2,0,1,4
2019,505.0,36,12,100,0,54000.0,0,0,1,0,1.5,0,0,1
2001,153.0,2,14,42,1,0.0,3,0,0,1,2.5,1,2,4
2010,485.0,1,2,2,0,67000.0,12,1,1,1,2.0,0,0,1
2021,690.0,0,9,57,1,0.0,2,0,0,0,1.6,0,0,0
2021,340.0,47,2,37,1,10000.0,3,7,0,0,1.25,1,0,2
2022,730.0,0,11,36,1,2000.0,3,6,0,0,1.5,0,0,0
2015,415.0,0,4,5,1,85000.0,1,1,0,0,1.5,0,0,0
2007,251.0,19,14,49,1,280000.0,0,4,2,1,2.5,1,1,1
2020,739.0,29,9,105,1,15000.0,3,2,0,0,1.4,0,0,3
2014,555.0,0,11,46,1,92000.0,2,1,0,0,2.0,0,3,1
2017,2589.0,0,3,8,1,50000.0,2,6,0,0,3.0,0,1,0
2009,1085.0,0,10,19,0,10.0,2,2,0,0,3.5,0,3,1
2009,280.0,6,2,94,0,61000.0,0,1,0,0,1.6,0,0,2
2018,9200.0,0,10,93,0,20000.0,2,6,3,0,5.7,0,3,1
2011,333.0,18,9,18,1,110000.0,2,1,0,0,1.6,0,0,0
2010,70.0,26,13,45,1,0.0,4,1,5,0,0.8,1,0,5
2012,240.0,19,9,48,1,0.0,3,0,1,0,2.0,1,0,3
2016,1790.0,20,0,3,0,66000.0,5,1,1,0,2.7,0,2,1
2015,195.0,46,2,37,0,0.0,3,0,0,0,1.0,1,0,2
2009,845.0,0,0,3,0,10000000.0,2,2,1,0,2.7,0,2,1
2010,463.0,2,2,69,0,0.0,6,1,0,1,2.0,0,0,3
2010,850.0,0,1,130,0,100000.0,3,11,0,0,4.4,0,1,0
2016,650.0,1,0,6,1,0.0,5,1,2,0,2.7,0,1,1
2021,265.0,39,17,131,0,8000.0,3,1,5,0,1.5,1,1,8
2010,1990.0,0,6,40,0,40000.0,3,2,3,0,3.6,0,1,0
2009,272.0,17,9,18,0,0.0,11,1,0,0,1.6,0,0,0
2016,2665.0,1,3,8,1,46000.0,3,1,0,0,3.0,0,1,0
2018,368.0,23,0,17,1,0.0,0,0,0,0,1.5,1,0,0
2008,890.0,1,6,43,0,105000.0,3,6,0,0,4.8,0,3,1
2019,665.0,5,2,23,1,47000.0,1,1,0,0,1.6,0,0,0
2001,160.0,8,18,132,0,0.0,12,2,1,0,3.2,1,2,1
2002,84.0,0,12,133,1,0.0,4,11,0,0,1.6,1,0,0
2014,760.0,1,2,134,0,0.0,0,2,8,0,2.4,0,1,5
2016,2966.0,0,10,19,0,55555.0,3,11,0,0,3.5,0,3,1
2016,598.0,11,13,38,1,0.0,0,0,1,0,2.4,0,0,1
2014,182.0,30,2,37,0,0.0,3,7,0,0,1.0,1,0,2
2015,345.0,21,14,72,1,0.0,0,7,0,0,1.5,0,0,0
2015,595.0,0,11,46,1,90000.0,3,1,0,0,2.0,0,0,1
2021,2310.0,1,3,16,1,151.0,4,6,0,0,2.0,0,1,0
2017,285.0,20,2,37,0,96200.0,0,7,0,0,1.25,1,0,2
2011,250.0,47,0,21,1,20000.0,0,0,2,0,2.0,1,1,3
2009,86.0,39,13,45,1,0.0,3,0,0,0,0.8,1,0,2
1995,68.0,0,11,90,1,245668.0,11,7,0,0,2.0,1,0,0
2004,225.0,0,2,135,0,150000.0,0,6,8,1,2.0,0,0,1
2012,3490.0,0,10,93,0,90000.0,2,2,1,0,5.7,0,3,1
2019,1790.0,0,3,15,1,29000.0,4,6,0,0,2.0,0,3,1
2016,485.0,3,0,22,0,38000.0,3,8,0,0,1.5,0,0,2
2013,628.0,9,2,2,0,120000.0,2,1,1,0,2.4,0,0,1
2009,125.0,13,2,51,0,0.0,0,1,0,0,1.1,1,0,2
2009,86.0,9,13,45,1,170000.0,6,7,0,0,0.8,1,0,2
2008,175.0,20,9,25,0,13068.0,0,0,0,0,1.0,0,0,2
2004,95.0,13,15,34,1,15000.0,2,10,0,0,1.6,1,0,0
2019,595.0,0,9,64,1,50000.0,4,2,0,0,1.6,0,0,0
2020,870.0,0,0,101,0,25000.0,3,6,0,0,1.8,0,0,1
2019,419.0,24,4,108,0,25000.0,14,8,0,0,1.2,0,0,2
2020,605.0,9,9,64,1,13000.0,3,2,0,0,1.6,0,0,0
2015,255.0,19,0,17,1,0.0,5,0,0,0,1.5,1,0,0
2010,373.0,6,14,49,1,0.0,0,0,2,1,2.5,0,1,1
2020,610.0,0,2,23,1,18000.0,3,0,0,0,1.6,0,0,0
2015,1680.0,0,10,54,0,70000.0,11,2,0,0,2.0,0,3,1
2016,2750.0,0,3,136,0,60000.0,3,6,1,0,3.0,0,3,1
2016,435.0,1,0,21,1,78000.0,0,0,2,0,2.0,1,1,3
2008,135.0,47,2,51,0,0.0,4,0,0,0,1.1,1,0,2
2008,410.0,1,0,137,0,0.0,0,3,1,0,3.5,0,3,1
2016,510.0,1,12,138,1,63000.0,7,1,1,0,3.0,0,1,1
2012,240.0,13,13,28,1,0.0,2,4,0,0,1.6,1,0,0
2016,275.0,0,0,17,1,0.0,6,0,0,0,1.5,1,0,0
2007,198.0,0,13,38,1,20000000.0,2,2,1,0,2.4,1,0,1
2017,465.0,0,13,87,1,60000.0,1,7,1,0,1.8,0,0,1
2008,155.0,24,2,51,0,0.0,4,7,0,0,1.1,1,0,2
2015,1039.0,0,3,16,1,0.0,3,1,0,0,2.0,0,1,0
2021,1259.0,6,9,63,1,0.0,4,2,4,1,2.2,0,3,1
2008,188.0,24,13,38,1,0.0,2,2,1,0,2.4,1,0,1
2005,96.0,24,15,34,1,0.0,3,7,0,0,1.6,1,0,0
2021,1455.0,0,2,2,1,7000.0,2,6,1,1,2.2,0,3,1
2020,868.0,0,0,101,0,20000.0,1,6,0,0,1.8,0,0,1
2008,218.0,11,13,38,1,0.0,12,0,1,0,2.4,1,0,1
2019,850.0,25,5,7,1,16000.0,2,4,0,0,2.0,0,1,0
2020,515.0,1,12,100,0,29000.0,7,1,1,0,1.5,1,0,1
2020,950.0,0,5,7,1,9000.0,1,6,0,0,2.0,0,1,0
2020,610.0,0,9,64,1,17000.0,2,7,0,0,2.0,0,0,0
2017,895.0,1,14,49,0,79000.0,1,1,1,1,2.2,0,1,1
2013,130.0,0,13,45,1,0.0,6,6,0,0,1.0,1,0,2
2021,1450.0,0,3,4,1,1000.0,2,2,0,0,1.5,0,1,0
2016,505.0,2,11,50,0,75000.0,3,1,0,1,2.2,0,1,4
2017,395.0,0,14,72,1,500000.0,3,1,0,0,1.0,0,0,2
2017,460.0,0,13,87,1,61000.0,3,7,1,0,1.8,0,0,1
2020,4180.0,0,10,19,0,12000.0,4,6,0,0,3.5,0,3,1
2006,810.0,1,10,106,0,73144.0,0,1,1,0,4.7,0,3,1
2016,725.0,0,8,139,0,62000.0,3,5,0,0,1.6,0,0,1
2017,575.0,0,14,42,0,70000.0,12,1,0,1,2.2,0,1,4
2019,599.0,0,9,64,1,28000.0,2,5,0,0,2.0,0,0,0
2010,168.0,12,9,25,1,0.0,0,1,0,0,1.1,1,0,2
2021,750.0,35,9,105,1,8500.0,1,0,0,0,1.4,0,0,3
2008,299.0,0,3,16,1,10.0,2,1,0,0,1.8,0,1,0
2017,610.0,18,14,42,0,70000.0,2,1,0,1,2.2,0,1,4
2011,235.0,6,9,18,1,0.0,2,2,0,0,1.6,1,0,0
2008,295.0,1,0,17,1,1460000.0,8,0,0,0,1.5,0,0,0
2019,320.0,1,0,83,0,42000.0,14,1,0,0,1.2,1,0,2
2019,1080.0,1,2,2,1,9029.0,1,6,1,0,2.4,0,3,1
2019,1265.0,0,14,42,0,18000.0,11,1,0,1,2.0,0,2,4
2014,835.0,6,3,16,1,0.0,3,2,0,0,2.0,0,1,0
2012,535.0,0,3,4,1,12000.0,2,1,0,0,3.0,0,1,0
2018,240.0,1,9,25,1,65000.0,3,1,0,0,1.25,1,0,2
2021,1300.0,0,5,11,1,9000.0,2,2,1,0,2.0,0,3,1
2020,985.0,0,11,140,1,42000.0,1,6,1,0,2.5,0,0,1
2015,365.0,0,2,53,0,0.0,1,1,0,0,1.4,0,0,2
2006,465.0,1,0,44,0,67000.0,3,2,1,0,3.3,0,0,5
2011,125.0,48,9,25,1,210000.0,15,1,0,0,1.1,1,0,2
2010,1111.0,0,7,77,0,0.0,3,2,0,0,5.0,0,3,1
2018,1095.0,0,1,1,0,32000.0,2,2,0,0,2.0,0,1,0
2018,255.0,9,9,25,1,0.0,3,10,0,0,1.25,1,0,2
2021,550.0,9,2,53,1,5000.0,2,2,0,0,1.4,0,0,0
2001,114.0,11,0,35,1,0.0,2,4,0,0,1.8,1,0,0
2015,439.0,1,0,21,1,92000.0,0,0,2,0,2.0,0,1,3
2007,235.0,18,4,81,1,0.0,2,7,0,0,1.8,0,0,0
2018,238.0,6,9,25,1,120000.0,1,1,0,0,1.25,1,0,2
2010,345.0,0,8,141,0,12000.0,2,1,0,0,2.0,0,0,0
2005,179.0,1,14,41,1,0.0,3,2,4,1,2.4,1,1,5
2016,710.0,0,14,42,0,50000.0,6,7,0,1,3.2,0,2,4
2017,795.0,21,0,6,0,0.0,0,6,2,0,2.7,0,1,1
2015,365.0,9,11,50,0,0.0,6,4,0,1,2.2,1,2,4
2021,490.0,28,11,20,0,6000.0,3,6,0,0,1.5,0,0,0
2011,275.0,6,9,25,0,90000.0,3,0,0,0,1.0,0,0,2
2012,378.0,9,14,49,1,0.0,2,2,2,1,2.5,1,1,1
2012,408.0,9,0,6,1,0.0,0,11,2,0,2.7,0,2,1
2020,648.0,1,2,115,1,30000.0,1,0,0,0,2.0,0,0,3
2016,695.0,0,4,14,1,80000.0,3,2,0,0,2.0,0,0,1
2016,1480.0,1,3,16,1,42000.0,2,6,0,0,2.0,0,1,0
2020,639.0,6,9,105,1,0.0,1,1,0,0,1.4,0,0,3
2019,6250.0,0,6,43,0,20000.0,4,6,0,0,3.0,0,3,1
2020,420.0,20,9,142,1,19000.0,1,0,0,0,1.4,0,0,0
2004,136.0,26,0,17,1,0.0,6,0,0,0,1.5,1,0,0
2015,1370.0,1,1,98,0,39000.0,3,2,0,0,2.0,0,1,0
2009,383.0,0,0,6,1,132106.0,2,2,2,0,2.7,0,2,1
2007,118.0,26,2,143,0,0.0,0,0,0,0,1.4,1,0,0
2021,1660.0,1,3,4,1,18000.0,3,1,0,0,2.0,0,1,0
2016,525.0,1,9,114,1,70000.0,7,2,1,0,2.0,0,0,1
2009,270.0,0,0,144,1,90000.0,3,7,6,1,2.5,1,1,5
2011,156.0,42,15,66,1,0.0,0,0,0,0,1.5,1,0,0
2021,2045.0,0,3,15,1,900.0,11,1,0,0,2.0,0,3,1
2020,1699.0,1,3,15,1,3000.0,3,1,0,0,2.0,0,1,1
2015,705.0,1,14,42,0,70000.0,10,4,0,1,3.2,0,2,4
2018,1665.0,0,3,16,1,0.0,3,4,0,0,2.0,0,1,0
2017,538.0,0,11,36,1,60000.0,4,1,0,0,1.5,0,0,0
2012,438.0,1,9,63,1,0.0,3,4,1,0,2.4,0,0,1
2014,2750.0,0,6,40,0,60000.0,5,2,3,0,3.6,0,1,0
2021,1790.0,0,3,15,1,20.0,2,1,0,0,2.0,0,1,1
2019,645.0,0,14,42,0,39000.0,3,1,0,1,2.2,0,1,4
2014,310.0,18,0,17,1,0.0,2,1,0,0,1.5,1,0,0
2018,468.0,1,2,53,1,51000.0,0,10,0,0,1.4,0,0,0
2016,939.0,0,1,1,0,60000.0,2,2,0,0,2.0,0,1,0
2013,370.0,0,14,79,1,1000.0,2,1,0,0,1.6,0,0,0
2010,460.0,0,0,0,1,10000.0,2,2,0,0,2.4,0,0,0
2016,228.0,0,2,37,0,60000.0,3,0,0,0,1.25,1,0,0
2015,458.0,0,11,36,1,0.0,3,1,0,0,1.5,0,0,0
2016,510.0,1,0,22,0,22700.0,1,1,0,0,1.3,0,0,2
2007,142.0,10,0,21,1,0.0,0,11,2,0,2.0,1,1,3
2016,620.0,36,0,6,1,100.0,15,2,2,0,2.7,0,1,1
2021,898.0,6,11,46,1,10000.0,4,1,0,0,2.0,0,0,1
